"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"Adres";"Categorie_naam";"Categorie_nummer";"Categorie_status";"Datum";"Status";"Subrubriek";"categorie_2";"id_2";"opmerking";"title";"url"
"MORA-0460038";"mora_0460038";"1";"277";"";"2015-07-25 00:00:00";"Zwanenburgwal 284";"";"";"POINT (4.89822915072 52.3678714387)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Zwanenburgwal 284";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"25-07-2015";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3420527";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0460038";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0460038/?ajax=true&summary=balloon"
"MORA-0484267";"mora_0484267";"1";"277";"";"2015-08-24 00:00:00";"Schipmolen 25";"";"";"POINT (4.88994048268 52.4183116893)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Schipmolen 25";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"24-08-2015";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3427664";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0484267";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0484267/?ajax=true&summary=balloon"
"MORA-0386004";"mora_0386004";"1";"277";"";"2015-04-22 00:00:00";"Brouwersgracht 137";"";"";"POINT (4.88630072033 52.3814020025)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Brouwersgracht 137";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"22-04-2015";"Nieuw";"Parkeeroverlast";"9173";"point_3369955";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0386004";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0386004/?ajax=true&summary=balloon"
"MORA-0397644";"mora_0397644";"1";"277";"";"2015-05-07 00:00:00";"Ceintuurbaan 462";"";"";"POINT (4.90439713249 52.3556195232)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Ceintuurbaan 462";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"07-05-2015";"Nieuw";"Overig";"9173";"point_3373291";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0397644";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0397644/?ajax=true&summary=balloon"
"MORA-15640";"mora_15640";"1";"277";"";"2013-07-26 00:00:00";"Standerdmolen 67";"";"";"POINT (4.89013290429 52.4168834639)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Standerdmolen 67";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"26-07-2013";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3083744";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-15640";"http://www.opdekaart.amsterdam.nl/mor/items/mora-15640/?ajax=true&summary=balloon"
"MORA-0338446";"mora_0338446";"1";"277";"";"2015-02-23 00:00:00";"Amstelstraat 49";"";"";"POINT (4.89997921746 52.3662788402)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Amstelstraat 49";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"23-02-2015";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3356875";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0338446";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0338446/?ajax=true&summary=balloon"
"MORA-0381772";"mora_0381772";"1";"277";"";"2015-04-16 00:00:00";"Eerste Jacob van Campenstraat 53";"";"";"POINT (4.89012294199 52.3575017947)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Eerste Jacob van Campenstraat 53";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"16-04-2015";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3368446";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0381772";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0381772/?ajax=true&summary=balloon"
"MORA-0495630";"mora_0495630";"1";"277";"";"2015-09-03 00:00:00";"NDSM-pier 4";"";"";"POINT (4.88912189026 52.4009081741)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"NDSM-pier 4";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"03-09-2015";"Nieuw";"Stank- / geluidsoverlast";"9173";"point_3432974";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0495630";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0495630/?ajax=true&summary=balloon"
"MORA-0518190";"mora_0518190";"1";"277";"";"2015-09-30 00:00:00";"Keizersgracht 264";"";"";"POINT (4.88440012915 52.3715613965)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Keizersgracht 264";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"30-09-2015";"Nieuw";"Stank- / geluidsoverlast";"9173";"point_3439485";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0518190";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0518190/?ajax=true&summary=balloon"
"MORA-0400692";"mora_0400692";"1";"277";"";"2015-05-11 00:00:00";"Amstel 306";"";"";"POINT (4.90228832595 52.3618843379)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Amstel 306";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"11-05-2015";"Nieuw";"Parkeeroverlast";"9173";"point_3374120";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0400692";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0400692/?ajax=true&summary=balloon"
"MORA-0384812";"mora_0384812";"1";"277";"";"2015-04-20 00:00:00";"Brouwersgracht 133";"";"";"POINT (4.88640444026 52.3813215519)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Brouwersgracht 133";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"20-04-2015";"In behandeling";"Hinderlijk geplaatst object";"9173";"point_3369434";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0384812";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0384812/?ajax=true&summary=balloon"
"MORA-0391727";"mora_0391727";"1";"277";"";"2015-04-29 00:00:00";"Gerard Doustraat 1";"";"";"POINT (4.8872992636 52.3553598092)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Gerard Doustraat 1";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"29-04-2015";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3371242";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0391727";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0391727/?ajax=true&summary=balloon"
"MORA-0451471";"mora_0451471";"1";"277";"";"2015-07-14 00:00:00";"Oudezijds Achterburgwal 8";"";"";"POINT (4.90036883536 52.3749266184)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Oudezijds Achterburgwal 8";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"14-07-2015";"Nieuw";"Stank- / geluidsoverlast";"9173";"point_3417902";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0451471";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0451471/?ajax=true&summary=balloon"
"MORA-0477707";"mora_0477707";"1";"277";"";"2015-08-16 00:00:00";"Kromme Waal 9";"";"";"POINT (4.90280273614 52.3752781327)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Kromme Waal 9";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"16-08-2015";"In behandeling";"Parkeeroverlast";"9173";"point_3425973";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0477707";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0477707/?ajax=true&summary=balloon"
"MORA-0491476";"mora_0491476";"1";"277";"";"2015-08-31 00:00:00";"Herengracht 149";"";"";"POINT (4.88877912933 52.3752019583)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Herengracht 149";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"31-08-2015";"In behandeling";"Parkeeroverlast";"9173";"point_3431821";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0491476";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0491476/?ajax=true&summary=balloon"
"MORA-0240904";"mora_0240904";"1";"277";"";"2014-10-16 00:00:00";"Zuideinde 352";"";"";"POINT (4.89295160702 52.4198342082)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Zuideinde 352";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"16-10-2014";"Nieuw";"Overig";"9173";"point_3290166";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0240904";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0240904/?ajax=true&summary=balloon"
"MORA-0363624";"mora_0363624";"1";"277";"";"2015-03-24 00:00:00";"Palmgracht 3";"";"";"POINT (4.88486787027 52.3821239366)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Palmgracht 3";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"24-03-2015";"Nieuw";"Hinderlijk geplaatst object";"9173";"point_3363802";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0363624";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0363624/?ajax=true&summary=balloon"
"MORA-0371069";"mora_0371069";"1";"277";"";"2015-04-02 00:00:00";"Palmgracht 3";"";"";"POINT (4.88486787027 52.3821239366)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Palmgracht 3";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"02-04-2015";"Nieuw";"Overig";"9173";"point_3365159";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0371069";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0371069/?ajax=true&summary=balloon"
"MORA-0477577";"mora_0477577";"1";"277";"";"2015-08-15 00:00:00";"Weteringschans 6";"";"";"POINT (4.88394748741 52.3622751537)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Weteringschans 6";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"15-08-2015";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3425915";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0477577";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0477577/?ajax=true&summary=balloon"
"MORA-0446668";"mora_0446668";"1";"277";"";"2015-07-08 00:00:00";"Nieuwe Prinsengracht 6";"";"";"POINT (4.90424344124 52.3629978197)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Nieuwe Prinsengracht 6";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"08-07-2015";"Nieuw";"Overig";"9173";"point_3403532";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0446668";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0446668/?ajax=true&summary=balloon"
"MORA-0474270";"mora_0474270";"1";"277";"";"2015-08-11 00:00:00";"Zwanenburgwal 2";"";"";"POINT (4.90058972224 52.3695169277)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Zwanenburgwal 2";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"11-08-2015";"Nieuw";"Stank- / geluidsoverlast";"9173";"point_3424851";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0474270";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0474270/?ajax=true&summary=balloon"
"MORA-0509792";"mora_0509792";"1";"277";"";"2015-09-21 00:00:00";"Zuideinde 428";"";"";"POINT (4.89598377213 52.4168269755)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Zuideinde 428";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"21-09-2015";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3437411";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0509792";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0509792/?ajax=true&summary=balloon"
"MORA-0384811";"mora_0384811";"1";"277";"";"2015-04-20 00:00:00";"Brouwersgracht 133";"";"";"POINT (4.88640444026 52.3813215519)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:44";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Brouwersgracht 133";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"20-04-2015";"In behandeling";"Hinderlijk geplaatst object";"9173";"point_3369305";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0384811";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0384811/?ajax=true&summary=balloon"
"MORA-0438563";"mora_0438563";"1";"277";"";"2015-06-29 00:00:00";"Nieuwe Prinsengracht 6";"";"";"POINT (4.90424344124 52.3629978197)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:45";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Nieuwe Prinsengracht 6";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"29-06-2015";"Nieuw";"Hinderlijk geplaatst object";"9173";"point_3393231";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0438563";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0438563/?ajax=true&summary=balloon"
"MORA-0472693";"mora_0472693";"1";"277";"";"2015-08-10 00:00:00";"Vijzelstraat 1";"";"";"POINT (4.89345616671 52.3666472759)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:45";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Vijzelstraat 1";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"10-08-2015";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3424197";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0472693";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0472693/?ajax=true&summary=balloon"
"MORA-0214060";"mora_0214060";"1";"277";"";"2014-09-08 00:00:00";"Prins Hendrikkade 99";"";"";"POINT (4.90297296649 52.3758270785)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:45";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Prins Hendrikkade 99";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"08-09-2014";"Nieuw";"Stank- / geluidsoverlast";"9173";"point_3281724";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0214060";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0214060/?ajax=true&summary=balloon"
"MORA-0240809";"mora_0240809";"1";"277";"";"2014-10-16 00:00:00";"Nicolaas Witsenkade 30";"";"";"POINT (4.89639709362 52.358282944)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:45";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Nicolaas Witsenkade 30";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"16-10-2014";"Nieuw";"Stank- / geluidsoverlast";"9173";"point_3290079";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0240809";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0240809/?ajax=true&summary=balloon"
"MORA-0365603";"mora_0365603";"1";"277";"";"2015-03-26 00:00:00";"Palmgracht 4";"";"";"POINT (4.88443919972 52.3823647852)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:45";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Palmgracht 4";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"26-03-2015";"In behandeling";"Hinderlijk geplaatst object";"9173";"point_3364359";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0365603";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0365603/?ajax=true&summary=balloon"
"MORA-17907";"mora_17907";"1";"277";"";"2013-08-05 00:00:00";"Rozengracht 6";"";"";"POINT (4.88249222909 52.3740518639)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:45";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Rozengracht 6";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"05-08-2013";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3083851";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-17907";"http://www.opdekaart.amsterdam.nl/mor/items/mora-17907/?ajax=true&summary=balloon"
"MORA-0459931";"mora_0459931";"1";"277";"";"2015-07-24 00:00:00";"Nieuwezijds Voorburgwal 120";"";"";"POINT (4.89180345284 52.3752775639)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:45";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Nieuwezijds Voorburgwal 120";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"24-07-2015";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3420464";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0459931";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0459931/?ajax=true&summary=balloon"
"MORA-0215060";"mora_0215060";"1";"277";"";"2014-09-09 00:00:00";"Metrostation Nieuwmarkt";"";"";"POINT (4.9008696828 52.3721065378)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:45";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Metrostation Nieuwmarkt";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"09-09-2014";"In behandeling";"Parkeeroverlast";"9173";"point_3281958";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0215060";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0215060/?ajax=true&summary=balloon"
"MORA-0220238";"mora_0220238";"1";"277";"";"2014-09-17 00:00:00";"Coffijboomstraat 2";"";"";"POINT (4.89192553019 52.3867014342)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:45";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Coffijboomstraat 2";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"17-09-2014";"In behandeling";"Parkeeroverlast";"9173";"point_3283894";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0220238";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0220238/?ajax=true&summary=balloon"
"MORA-0430899";"mora_0430899";"1";"277";"";"2015-06-20 00:00:00";"Haarlemmerdijk 24";"";"";"POINT (4.88862963148 52.3819690676)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:45";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Haarlemmerdijk 24";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"20-06-2015";"Nieuw";"Overig";"9173";"point_3390455";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0430899";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0430899/?ajax=true&summary=balloon"
"MORA-0424563";"mora_0424563";"1";"277";"";"2015-06-12 00:00:00";"Spuistraat 274";"";"";"POINT (4.88886474294 52.3701961634)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:45";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Spuistraat 274";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"12-06-2015";"Nieuw";"Stank- / geluidsoverlast";"9173";"point_3388848";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0424563";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0424563/?ajax=true&summary=balloon"
"MORA-0520401";"mora_0520401";"1";"277";"";"2015-10-02 00:00:00";"Keizersgracht 264";"";"";"POINT (4.88440012915 52.3715613965)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:45";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Keizersgracht 264";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"02-10-2015";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3440307";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0520401";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0520401/?ajax=true&summary=balloon"
"MORA-0528587";"mora_0528587";"1";"277";"";"2015-10-12 00:00:00";"Prins Hendrikkade 100";"";"";"POINT (4.90295906666 52.3757551201)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:45";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Prins Hendrikkade 100";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - Nieuw";"12-10-2015";"Nieuw";"Overig";"9173";"point_3442439";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0528587";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0528587/?ajax=true&summary=balloon"
"MORA-0438796";"mora_0438796";"1";"277";"";"2015-06-29 00:00:00";"Prins Hendrikkade 77";"";"";"POINT (4.90117216096 52.3766645442)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:07:45";"2017-06-03 10:07:53";"0000-00-00 00:00:00";"Openstaand";"Prins Hendrikkade 77";"Wegen, verkeer & straatmeubilair";"9173";"Wegen, verkeer & straatmeubilair - In behandeling";"29-06-2015";"In behandeling";"Stank- / geluidsoverlast";"9173";"point_3393290";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0438796";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0438796/?ajax=true&summary=balloon"
